"INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ADM_RATE_ALL","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","MD_EARN_WNE_P10"
"James Rumsey Technical Institute","Martinsburg","WV",39.5328,-77.978583,NA,NA,NA,NA,43465
"Ralph R Willis Career and Technical Center","Stollings","WV",37.82694,-81.94289,NA,NA,NA,NA,31693
"Marshall University","Huntington","WV",38.422482,-82.428964,0.96884833228445,20327,8604,19658,43564
"Mercer County Technical Education Center","Princeton","WV",37.360024,-81.104647,NA,NA,NA,NA,33645
"Monongalia County Technical Education Center","Morgantown","WV",39.611165,-79.957275,0.8,NA,NA,NA,31923
"Morgantown Beauty College Inc","Morgantown","WV",39.628866,-79.954593,NA,NA,NA,NA,24281
"Mountain State College","Parkersburg","WV",39.273787,-81.548845,NA,19560,8665,8665,18247
"West Virginia University at Parkersburg","Parkersburg","WV",39.216379,-81.506192,NA,8840,4132,9124,32799
"Potomac State College of West Virginia University","Keyser","WV",39.438323,-78.981441,0.87345030468585,14511,4752,12120,55073
"Academy of Careers and Technology","Beckley","WV",37.795299,-81.165435,NA,NA,NA,NA,36211
"Salem University","Salem","WV",39.288632,-80.571767,NA,21566,13150,13150,33639
"Shepherd University","Shepherdstown","WV",39.433071,-77.804101,0.9585798816568,18205,8282,18722,47268
"Southern West Virginia Community and Technical College","Mount Gay","WV",37.851756,-82.023014,NA,11859,4344,6864,28877
"Fred W Eberle Technical Center","Buckhannon","WV",39.001908,-80.225278,NA,NA,NA,NA,36833
"West Virginia School of Osteopathic Medicine","Lewisburg","WV",37.804273,-80.43782,NA,NA,NA,NA,NA
"West Virginia State University","Institute","WV",38.380541,-81.765034,0.9618018018018,19182,8647,14385,38235
"West Virginia University Hospital Departments of Rad Tech and Nutrition","Morgantown","WV",39.654269,-79.957959,NA,NA,NA,NA,58661
"West Liberty University","West Liberty","WV",40.164417,-80.602256,0.74091441969519,22394,8716,17100,41989
"West Virginia University Institute of Technology","Beckley","WV",37.775924,-81.184072,0.87345030468585,18060,7848,19584,55073
"West Virginia Wesleyan College","Buckhannon","WV",38.990661,-80.218969,0.96353814989871,47149,32976,32976,48086
"West Virginia Junior College-Charleston","Cross Lanes","WV",38.422967,-81.789743,NA,22063,14529,14529,22658
"West Virginia Junior College-Morgantown","Morgantown","WV",39.63248,-79.955006,NA,26318,14102,14102,26620
"International Beauty School 4","Martinsburg","WV",39.456357,-77.965463,NA,NA,NA,NA,17697
"West Virginia Northern Community College","Wheeling","WV",40.063318,-80.721263,NA,10137,4394,12362,31414
"West Virginia University","Morgantown","WV",39.634371,-79.954391,0.87345030468585,22810,9360,26568,55073
"Wheeling University","Wheeling","WV",40.070873,-80.690804,0.72652284263959,41602,28290,28290,57251
"Wood County School of Practical Nursing","Parkersburg","WV",39.242596,-81.54796,NA,NA,NA,NA,38932
"VICI Beauty School","Greenfield","WI",42.969877,-88.049912,NA,NA,NA,NA,27101
"Alverno College","Milwaukee","WI",42.982842,-87.965174,0.89877300613496,42812,31858,31858,48547
"Madison Area Technical College","Madison","WI",43.12183,-89.327921,NA,16250,4607,6812,43770
"Bellin College","Green Bay","WI",44.468277,-87.921722,0.92857142857142,30905,21900,21900,68292
"Beloit College","Beloit","WI",42.504022,-89.029285,0.65857885615251,66936,56312,56312,53720
"Blackhawk Technical College","Janesville","WI",42.593159,-89.016254,NA,13596,4642,6793,39595
"Cardinal Stritch University","Milwaukee","WI",43.139752,-87.909045,0.92582417582417,45740,35444,35444,56811
"Carroll University","Waukesha","WI",43.004527,-88.228114,0.72144670050761,48464,36190,36190,52782
"Carthage College","Kenosha","WI",42.622969,-87.820924,0.81829388560157,46744,34500,34500,56427
"Concordia University-Wisconsin","Mequon","WI",43.253387,-87.91552,0.70305121685434,47970,33062,33062,51567
"Edgewood College","Madison","WI",43.057059,-89.422884,0.98615384615384,47807,33550,33550,55742
"Fox Valley Technical College","Appleton","WI",44.283174,-88.45893,NA,15845,4826,6977,43445
"Gateway Technical College","Kenosha","WI",42.605677,-87.846695,NA,14012,4766,6917,37787
"The Professional Hair Design Academy","Eau Claire","WI",44.783374,-91.461714,NA,NA,NA,NA,25615
"Lakeland University","Plymouth","WI",43.841573,-87.883414,0.99512195121951,45519,31786,31786,52878
"Lakeshore Technical College","Cleveland","WI",43.924774,-87.75454,NA,13777,4562,6713,42947
"Lawrence University","Appleton","WI",44.261323,-88.397822,0.72273190621814,65910,53979,53979,50848
"Maranatha Baptist University","Watertown","WI",43.195013,-88.737016,0.75084175084175,29409,18810,18810,45876
"Marian University","Fond Du Lac","WI",43.777411,-88.420638,0.71553090332805,39345,30000,30000,53441
"Marquette University","Milwaukee","WI",43.03903,-87.927961,0.87206447144745,61926,46670,46670,76417
"Medical College of Wisconsin","Milwaukee","WI",43.044527,-88.022674,NA,NA,NA,NA,NA
"Mid-State Technical College","Wisconsin Rapids","WI",44.391091,-89.783785,NA,13710,4760,6850,40746
"Milwaukee Area Technical College","Milwaukee","WI",43.04359,-87.920818,NA,15392,4867,7018,37727
"Milwaukee Institute of Art & Design","Milwaukee","WI",43.030917,-87.907925,0.63973384030418,50250,41140,41140,40406
"Milwaukee School of Engineering","Milwaukee","WI",43.045364,-87.907691,0.63472070098576,57411,46506,46506,84860
"Moraine Park Technical College","Fond du Lac","WI",43.785224,-88.417656,NA,13554,4641,6793,43714
"Mount Mary University","Milwaukee","WI",43.072507,-88.030732,0.69454817027632,46622,33390,33390,47959
"Nashotah House","Nashotah","WI",43.082193,-88.423743,NA,NA,NA,NA,NA
"Nicolet Area Technical College","Rhinelander","WI",45.609542,-89.425055,NA,12434,4642,6962,36537
"Northcentral Technical College","Wausau","WI",44.986458,-89.646369,NA,15800,3791,5512,41719
"Northeast Wisconsin Technical College","Green Bay","WI",44.526467,-88.105675,NA,14409,4814,6965,41645
"Northland College","Ashland","WI",46.579087,-90.87476,0.68389057750759,53032,41237,41237,42687
"Ripon College","Ripon","WI",43.844135,-88.842333,0.81325863678804,59356,49600,49600,51436
"Saint Norbert College","De Pere","WI",44.44483,-88.067812,0.83588565594691,54466,43204,43204,54223
"State College of Beauty Culture Inc","Wausau","WI",44.936911,-89.618062,NA,NA,NA,NA,24077
"Southwest Wisconsin Technical College","Fennimore","WI",42.976238,-90.637714,NA,14718,4571,6731,39758
"Viterbo University","La Crosse","WI",43.803133,-91.244297,0.7237687366167,42691,31150,31150,52502
"Chippewa Valley Technical College","Eau Claire","WI",44.794867,-91.505675,NA,15303,4642,6793,43773
"Waukesha County Technical College","Pewaukee","WI",43.071444,-88.256292,NA,13664,4728,6879,43520
"Western Technical College","La Crosse","WI",43.815309,-91.246191,NA,14882,4636,6788,42215
"University of Wisconsin-Whitewater","Whitewater","WI",42.835563,-88.742368,0.82377222692633,18326,7864,17039,52316
"Northwood Technical College","Shell Lake","WI",45.747831,-91.916484,NA,14873,4570,6624,39518
"Wisconsin School of Professional Psychology","Milwaukee","WI",43.10534,-88.026735,NA,NA,NA,NA,NA
"University of Wisconsin-Eau Claire","Eau Claire","WI",44.798284,-91.501906,0.7662212823224,20478,8914,17627,55619
"University of Wisconsin-Green Bay","Green Bay","WI",44.532298,-87.919973,0.89621659146129,17641,7873,16091,49099
"University of Wisconsin-La Crosse","La Crosse","WI",43.81568,-91.23186,0.74252400548696,17946,9232,18051,57125
"Wisconsin Lutheran College","Milwaukee","WI",43.036943,-88.022718,0.938263229308,45903,33762,33762,51291
"University of Wisconsin-Oshkosh","Oshkosh","WI",44.026206,-88.549369,0.88522518382352,18642,7795,15368,51418
"University of Wisconsin-Parkside","Kenosha","WI",42.647718,-87.855231,0.72805805114029,15328,7466,15736,45774
"Herzing University-Madison","Madison","WI",43.14415,-89.291561,0.94232105628908,27991,12750,12750,34238
"University of Wisconsin-Stout","Menomonie","WI",44.873187,-91.926653,0.8631038356604,20440,9663,17930,56554
"University of Wisconsin-Superior","Superior","WI",46.717629,-92.091007,0.95601552393272,18487,8167,15740,45677
"University of Wisconsin-Madison","Madison","WI",43.075409,-89.404098,0.49056697777925,27100,10796,39427,70586
"University of Wisconsin-Milwaukee","Milwaukee","WI",43.076848,-87.880488,0.86293001186239,21812,9620,21485,53169
"University of Wisconsin-Platteville","Platteville","WI",42.733451,-90.48622,0.85431453119163,19916,7862,16800,55720
"University of Wisconsin-River Falls","River Falls","WI",44.8534,-92.622641,0.84478122708384,18312,8135,16128,50940
"University of Wisconsin-Stevens Point","Stevens Point","WI",44.529582,-89.570934,0.89051724137931,18407,8376,17080,48872
"Casper College","Casper","WY",42.832788,-106.326712,NA,13599,3528,8568,42420
"Central Wyoming College","Riverton","WY",43.030556,-108.426738,NA,12619,4680,10980,33632
"Eastern Wyoming College","Torrington","WY",42.079354,-104.190823,NA,13358,4290,10590,32422
"Laramie County Community College","Cheyenne","WY",41.104288,-104.778789,NA,13081,4613,10913,41551
"Northwest College","Powell","WY",44.760656,-108.761853,NA,14631,4862,11162,37353
"Northern Wyoming Community College District","Sheridan","WY",44.763926,-106.941105,NA,15132,4830,11130,39448
"Western Wyoming Community College","Rock Springs","WY",41.590964,-109.237126,NA,12709,3600,8640,35081
"Cheeks Beauty Academy","Cheyenne","WY",41.134123,-104.816751,NA,NA,NA,NA,24188
"WyoTech","Laramie","WY",41.30354,-105.621161,NA,NA,NA,NA,50265
"University of Wyoming","Laramie","WY",41.311773,-105.57931,0.95980679661894,21423,6621,21771,53303
"American Samoa Community College","Pago Pago","AS",-14.322636,-170.742774,NA,9250,5460,5760,28524
"Guam Community College","Mangilao","GU",13.440649,144.808944,NA,9053,3414,4614,27508
"University of Guam","Mangilao","GU",13.433047,144.803978,NA,14380,6110,11414,34656
"Northern Marianas College","Saipan","MP",15.152247,145.721733,NA,9076,4038,5520,25107
"Institute of Beauty Careers","Arecibo","PR",18.470281,-66.721861,NA,NA,NA,NA,15194
"American University of Puerto Rico","Bayamon","PR",18.407058,-66.186631,NA,18357,7056,7056,21114
"American University of Puerto Rico","Manati","PR",18.434072,-66.478655,NA,18167,7056,7056,21114
"American Educational College","Bayamon","PR",18.397931,-66.15099,NA,10188,7680,7680,17292
"Antilles School of Technical Careers","San Juan","PR",18.438416,-66.059206,NA,NA,NA,NA,22722
"Universidad Adventista de las Antillas","Mayaguez","PR",18.205685,-67.111207,0.83076923076923,13305,7700,7700,29347
"Atlantic University College","Guaynabo","PR",18.357395,-66.111714,NA,11548,7060,7060,22842
"Universidad Central de Bayamon","Bayamón","PR",18.398864,-66.180773,0.80357142857142,11022,5594,5594,22263
"Columbia Central University-Caguas","Caguas","PR",18.22329,-66.022543,NA,11777,7830,7830,21957
"Albizu University-San Juan","San Juan","PR",18.466573,-66.113908,0.99103139013452,18932,7665,7665,41451
"Caribbean University-Bayamon","Bayamon","PR",18.383136,-66.168315,NA,8997,5966,5966,21885
"Caribbean University-Carolina","Carolina","PR",18.380193,-65.960036,NA,10146,5952,5952,21885
"Pontifical Catholic University of Puerto Rico-Arecibo","Arecibo","PR",18.446006,-66.679114,0.95594166925224,15169,5818,5818,22797
"Pontifical Catholic University of Puerto Rico-Ponce","Ponce","PR",18.00165,-66.617138,0.95594166925224,16013,5920,5920,22797
"CEM College-San Juan","San Juan","PR",18.393955,-66.035797,NA,17096,12300,12300,19736
"Universidad Teologica del Caribe","Trujillo Alto","PR",18.373928,-66.010617,NA,14360,6510,6510,21480
"Colegio Universitario de San Juan","San Juan","PR",18.428528,-66.066529,0.98461538461538,5705,2340,2340,26829
"Universidad Ana G. Mendez-Cupey Campus","San Juan","PR",18.387183,-66.061647,NA,13201,6920,6920,22394
"Puerto Rico Conservatory of Music","San Juan","PR",18.454016,-66.078811,0.84482758620689,10420,3370,3370,25762
"Center for Advanced Studies On Puerto Rico and the Caribbean","San Juan","PR",18.466567,-66.11841,NA,NA,NA,NA,NA
"EDP University of Puerto Rico Inc-San Sebastian","San Sebastian","PR",18.338036,-66.992287,0.64094955489614,12894,6900,12600,21063
"Emma's Beauty Academy-Mayaguez","Mayaguez","PR",18.201283,-67.140563,NA,NA,NA,NA,13668
"Escuela de Artes Plasticas y Diseno de Puerto Rico","San Juan","PR",18.46778,-66.121348,1,8060,4304,7304,21688
"Instituto Tecnologico de Puerto Rico-Recinto de Manati","Manati","PR",18.432962,-66.472476,0.80040733197556,5500,1600,1600,24601
"Huertas College","Caguas","PR",18.236147,-66.025572,NA,12945,7920,7920,22113
"Humacao Community College","Humacao","PR",18.148274,-65.826857,NA,10447,6560,6560,19424
"ICPR Junior College-Arecibo","Arecibo","PR",18.478059,-66.759324,NA,12271,7560,7560,17823
"ICPR Junior College-Mayaguez","Mayaguez","PR",18.202277,-67.144762,NA,13873,7560,7560,17823
"Instituto Tecnologico de Puerto Rico-Recinto de Guayama","Guayama","PR",17.977897,-66.118728,0.80040733197556,8212,1600,1600,24601
"Instituto Tecnologico de Puerto Rico-Recinto de San Juan","San Juan","PR",18.411097,-66.016003,0.80040733197556,7485,3707,3707,24601
"Inter American University of Puerto Rico-San German","San German","PR",18.08353,-67.05082,0.40105078809106,14911,5580,5580,22851
"Inter American University of Puerto Rico-Aguadilla","Aguadilla","PR",18.467886,-67.121671,0.45680473372781,14521,5542,5542,23125
"Inter American University of Puerto Rico-Arecibo","Arecibo","PR",18.47509,-66.75901,0.33313032886723,14570,5580,5580,22843
"Inter American University of Puerto Rico-Barranquitas","Barranquitas","PR",18.182777,-66.303153,0.67774086378737,14255,5542,5542,22539
"Inter American University of Puerto Rico-Metro","San Juan","PR",18.368988,-66.077711,0.46777163904235,15073,5580,5580,28285
"Inter American University of Puerto Rico-Ponce","Mercedita","PR",18.007388,-66.578498,0.5275,14628,5580,5580,24185
"Inter American University of Puerto Rico-Fajardo","Fajardo","PR",18.329222,-65.648052,0.44654939106901,14674,5580,5580,20402
"Inter American University of Puerto Rico-Guayama","Guayama","PR",17.96635,-66.108164,0.46962962962962,14966,5580,5580,24488
"Inter American University of Puerto Rico-Bayamon","Bayamon","PR",18.351631,-66.182473,0.33807562710595,14630,5580,5580,28181
"Inter American University of Puerto Rico-School of Law","San Juan","PR",18.428145,-66.072656,NA,NA,NA,NA,NA
"Liceo de Arte y Tecnologia","San Juan","PR",18.421013,-66.056421,NA,NA,NA,NA,25131
"Modern Hairstyling Institute-Bayamon","Bayamon","PR",18.400061,-66.155872,0.85714285714285,NA,NA,NA,16766
"Modern Hairstyling Institute-Arecibo","Arecibo","PR",18.47582,-66.754059,0.87,NA,NA,NA,17123
"NUC University","Bayamon","PR",18.396872,-66.157027,NA,14024,7158,8870,21991
"Ponce Health Sciences University","Ponce","PR",17.993201,-66.620307,0.44642857142857,NA,NA,NA,NA
"University of Puerto Rico-Aguadilla","Aguadilla","PR",18.498652,-67.13793,0.76843657817109,12114,5954,5954,24465
"University of Puerto Rico-Arecibo","Arecibo","PR",18.469199,-66.74114,0.60040705563093,18118,5324,5324,25140
"University of Puerto Rico-Bayamon","Bayamon","PR",18.371398,-66.143541,0.93225806451612,11195,6284,6284,31302
"University of Puerto Rico-Carolina","Carolina","PR",18.392069,-65.990165,0.55422374429223,19780,7986,7986,28013
"University of Puerto Rico-Cayey","Cayey","PR",18.11882,-66.162066,0.49316170555108,15146,5354,5354,27007
"University of Puerto Rico-Humacao","Humacao","PR",18.146589,-65.838602,0.52046332046332,18858,5364,5364,27314
"University of Puerto Rico-Utuado","Utuado","PR",18.254577,-66.721667,0.68036529680365,19254,5354,5354,21778
"University of Puerto Rico-Mayaguez","Mayaguez","PR",18.211142,-67.139172,0.54349838037945,18788,5274,5274,41188
"University of Puerto Rico-Medical Sciences","San Juan","PR",18.396548,-66.074894,NA,NA,NA,NA,39986
"University of Puerto Rico at Ponce","Ponce","PR",17.993314,-66.606215,0.54044630404463,14524,5354,5354,27305
"University of Puerto Rico-Rio Piedras","San Juan","PR",18.402826,-66.050009,0.51594978390615,14944,5324,5324,32393
"Universidad Ana G. Mendez-Carolina Campus","Carolina","PR",18.414805,-65.983869,NA,12890,6920,6920,22516
"Universidad del Sagrado Corazon","Santurce","PR",18.441166,-66.059617,0.55230002929973,19699,6170,6170,27904
"Seminario Evangelico de Puerto Rico","San Juan","PR",18.407003,-66.052816,NA,NA,NA,NA,NA
"Universidad Central Del Caribe","Bayamon","PR",18.366171,-66.153758,0.77777777777777,14697,6597,6602,23806
"Universidad Politecnica de Puerto Rico","Hato Rey","PR",18.422195,-66.056084,NA,21057,9102,9102,41748
"Pontifical Catholic University of Puerto Rico-Mayaguez","Mayaguez","PR",18.182375,-67.145695,0.95594166925224,14460,5818,5818,22797
"Universidad Ana G. Mendez-Gurabo Campus","Gurabo","PR",18.239647,-66.006259,NA,12740,6920,6920,24041
"College of Micronesia-FSM","Pohnpei","FM",6.909759,158.158189,0.78967065868263,10618,5050,5050,23377
"Palau Community College","Koror","PW",7.343177,134.473744,NA,9892,3730,3970,31212
"University of the Virgin Islands","Charlotte Amalie","VI",18.344193,-64.972866,0.96895424836601,16096,5235,14496,39307
"Stanford University","Stanford","CA",37.429434,-122.167359,0.03680513675547,78898,58416,58416,106987
"Purdue University-Main Campus","West Lafayette","IN",40.428206,-86.914435,0.52704791344667,22508,9992,28794,68414
"Blue Hills Regional Technical School","Canton","MA",42.18221,-71.104081,0.4,NA,NA,NA,NA
"Parker University","Dallas","TX",32.880335,-96.893564,NA,31277,15718,15718,45604
"EDP University of Puerto Rico Inc-San Juan","San Juan","PR",18.415375,-66.055403,0.64094955489614,14217,6900,12610,21063
"ICPR Junior College","Hato Rey","PR",18.415291,-66.05712,NA,12219,7560,7560,17823
"City College-Fort Lauderdale","Fort Lauderdale","FL",26.187467,-80.1705,0.26424870466321,36935,18615,18615,31329
"Meridian College","Sarasota","FL",27.380724,-82.425309,NA,NA,NA,NA,26578
"Georgia State University-Perimeter College","Atlanta","GA",33.7527,-84.38667,0.76439861062494,14603,2960,9312,44812
"Georgia Piedmont Technical College","Clarkston","GA",33.789898,-84.234504,NA,17482,3158,5558,31873
"ETI School of Skilled Trades","Willowbrook","IL",41.748334,-87.936249,NA,NA,NA,NA,44410
"Traxlers School of Hair","Jackson","MS",32.268023,-90.261863,NA,NA,NA,NA,25424
"Warren County Community College","Washington","NJ",40.744812,-75.018309,NA,9609,5190,6090,37995
"St. John's College","Santa Fe","NM",35.666974,-105.912478,0.54083885209713,51688,37090,37090,41407
"Bais Medrash Elyon","Monsey","NY",41.114079,-74.069798,1,NA,8600,8600,NA
"Antioch University-Los Angeles","Culver City","CA",33.988533,-118.384458,NA,NA,NA,NA,44473
"Antioch University-Santa Barbara","Santa Barbara","CA",34.419203,-119.6958,NA,NA,NA,NA,44473
"Antioch University-New England","Keene","NH",42.932344,-72.293798,NA,NA,NA,NA,44473
"Antioch University-Seattle","Seattle","WA",47.615916,-122.346318,NA,NA,NA,NA,44473
"Antioch University","Yellow Springs","OH",39.80321,-83.908684,NA,NA,NA,NA,44473
"Mid-America Christian University","Oklahoma City","OK",35.347785,-97.578297,NA,29094,18838,18838,45508
"Miller-Motte College-Tulsa","Tulsa","OK",36.109468,-95.903824,NA,NA,NA,NA,28836
"Ponca City Beauty College","Ponca City","OK",36.73957,-97.06801,NA,NA,NA,NA,16318
"Francis Tuttle Technology Center","Oklahoma City","OK",35.60052,-97.640672,NA,NA,NA,NA,35110
"Central Technology Center","Drumright","OK",35.994261,-96.585322,NA,NA,NA,NA,31467
"Carrington College-Portland","Portland","OR",45.532356,-122.653583,NA,NA,NA,NA,34326
"Career Technology Center of Lackawanna County","Scranton","PA",41.452849,-75.652477,1,NA,NA,NA,42048
"Houston Graduate School of Theology","Houston","TX",29.673594,-95.448846,NA,NA,NA,NA,NA
"Palo Alto College","San Antonio","TX",29.322955,-98.543468,NA,10756,3262,14272,37254
"Sebring Career Schools-Huntsville","Huntsville","TX",30.702549,-95.549878,NA,NA,NA,NA,17977
"UCAS University of Cosmetology Arts & Sciences-San Antonio 410","San Antonio","TX",29.493246,-98.551137,NA,NA,NA,NA,24747
"Central Texas Beauty College-Round Rock","Round Rock","TX",30.520723,-97.685077,NA,NA,NA,NA,18043
"Unification Theological Seminary","New York","NY",40.754309,-73.981154,NA,NA,NA,NA,NA
"Athens Technical College","Athens","GA",33.990183,-83.339598,NA,13551,3062,5462,32590
"GateWay Community College-Central City","Phoenix","AZ",33.435686,-112.054912,NA,NA,NA,NA,44359
"Carrington College-San Leandro Campus","San Leandro","CA",37.699627,-122.12567,NA,NA,NA,NA,37808
"Headmasters School of Hair Design","Lewiston","ID",46.421026,-117.025943,NA,NA,NA,NA,27196
"The Salon Professional Academy-Nampa","Nampa","ID",43.567768,-116.563413,NA,NA,NA,NA,24332
"Beckfield College-Florence","Florence","KY",39.017166,-84.641475,NA,33404,13295,13295,37483
"Dorsey College-Wayne","Wayne","MI",42.28171,-83.382299,NA,45403,31680,31680,26831
"Ecumenical Theological Seminary","Detroit","MI",42.344129,-83.055266,NA,NA,NA,NA,NA
"Ross Medical Education Center-Saginaw","Saginaw","MI",43.469473,-83.967884,NA,NA,NA,NA,26016
"Sussex County Community College","Newton","NJ",41.067633,-74.758079,NA,13852,5400,8760,40772
"Landmark College","Putney","VT",42.977172,-72.512549,0.44874274661508,80680,62720,62720,29761
"Yeshiva Gedolah of Greater Detroit","Oak Park","MI",42.471924,-83.200754,0.84,16533,8600,8600,NA
"Collin County Community College District","McKinney","TX",33.16241,-96.63894,NA,13193,1864,5614,46922
"Owensboro Community and Technical College","Owensboro","KY",37.717355,-87.082861,NA,12436,4560,15480,34957
"Allure Beauty College","Whitesburg","KY",37.123363,-82.838909,NA,NA,NA,NA,NA
"Cloyd's Beauty School 3 Inc","Monroe","LA",32.533231,-92.080603,NA,NA,NA,NA,17845
"Moore Norman Technology Center","Norman","OK",35.274434,-97.457319,NA,NA,NA,NA,27739
"Fayette County Career & Technical Institute Practical Nursing Program","Uniontown","PA",39.860976,-79.741718,NA,NA,NA,NA,44345
"Franklin County Career and Technology Center","Chambersburg","PA",39.897693,-77.680541,0.60869565217391,NA,NA,NA,55314
"Paul Mitchell the School-Knoxville","Knoxville","TN",35.92271,-84.057621,NA,NA,NA,NA,NA
"Ogle School Hair Skin Nails-Hurst","Hurst","TX",32.822035,-97.201403,NA,NA,NA,NA,23394
"Tennessee College of Applied Technology Nashville","Nashville","TN",36.132649,-86.856335,NA,NA,NA,NA,35488
"ECPI University","Virginia Beach","VA",36.842526,-76.178773,0.82692694707184,28047,18484,18484,39051
"Ms Roberts Academy of Beauty Culture","Hillside","IL",41.881179,-87.884693,NA,NA,NA,NA,NA
"Paul Mitchell the School-Houston","Houston","TX",29.785868,-95.559723,NA,NA,NA,NA,26032
"Fortis Institute-Forty Fort","Forty Fort","PA",41.281911,-75.882975,NA,28913,13757,13757,29327
"Laurel Business Institute","Uniontown","PA",39.90248,-79.724907,0.8395061728395,15066,11470,11470,29716
"Aviation Institute of Maintenance-Philadelphia","Philadelphia","PA",40.070184,-75.007237,NA,26814,16757,16757,47226
"Dorsey College-Roseville","Roseville","MI",42.527764,-82.915541,NA,46565,31680,31680,26831
"Moler-Pickens Beauty Academy","Fairfield","OH",39.317488,-84.499701,NA,NA,NA,NA,17971
"Red River Technology Center","Duncan","OK",34.491393,-97.99029,NA,NA,NA,NA,27916
"Southern Union State Community College","Wadley","AL",33.128785,-85.572382,NA,15245,4920,8670,37303
"South University-Columbia","Columbia","SC",34.098042,-80.961839,NA,30064,17014,17014,35237
"Clinton Technical School","Clinton","MO",38.363669,-93.768459,NA,NA,NA,NA,NA
"Greene County Career and Technology Center","Waynesburg","PA",39.893537,-80.151066,1,NA,NA,NA,39561
"Lac Courte Oreilles Ojibwe University","Hayward","WI",45.942252,-91.365002,NA,18128,6030,6030,17885
"Diesel Driving Academy-Shreveport","Shreveport","LA",32.47617,-93.794921,NA,NA,NA,NA,38696
"Pima Medical Institute-Mesa","Mesa","AZ",33.396878,-111.87417,NA,NA,NA,NA,35113
"Platt College-Los Angeles","Alhambra","CA",34.081723,-118.150013,NA,34529,14519,14519,34922
"Platt College-Aurora","Greenwood Village","CO",39.613133,-104.899235,0.64705882352941,42416,20590,20590,68568
"Paul Mitchell the School-Boise","Boise","ID",43.594479,-116.286058,NA,NA,NA,NA,20248
"Educators of Beauty College of Cosmetology-Rockford","Rockford","IL",42.268515,-88.98081,NA,NA,NA,NA,18827
"Northwestern College","Oak Lawn","IL",41.721406,-87.742567,NA,30294,18475,18475,34568
"Douglas J Aveda Institute","East Lansing","MI",42.734606,-84.480467,NA,NA,NA,NA,26423
"Ross Medical Education Center-Brighton","Brighton","MI",42.548468,-83.796918,NA,NA,NA,NA,28048
"Ross Medical Education Center-Ann Arbor","Ann Arbor","MI",42.25294,-83.666667,NA,NA,NA,NA,28048
"Taylortown School of Beauty Inc","Taylor","MI",42.254745,-83.259322,NA,NA,NA,NA,16981
"Pike-Lincoln Technical Center","Eolia","MO",39.245484,-91.019918,NA,NA,NA,NA,37559
"West Virginia Junior College-United Career Institute","Mount Braddock","PA",39.950525,-79.652374,NA,19129,13625,13625,26620
"St Charles Community College","Cottleville","MO",38.759703,-90.641105,NA,10678,3000,5664,41488
"University of Massachusetts Global","Irvine","CA",33.656401,-117.769012,NA,35619,12520,12520,64748
"New College of Florida","Sarasota","FL",27.384925,-82.55858,0.75409836065573,22236,6916,29944,49341
"Montana Bible College","Bozeman","MT",45.65472,-111.066301,NA,NA,10090,10090,NA
"Conservatory of Recording Arts and Sciences","Tempe","AZ",33.407853,-111.889544,NA,NA,NA,NA,40240
"Adrian's Beauty College of Turlock","Turlock","CA",37.491448,-120.863784,NA,NA,NA,NA,20053
"San Joaquin Valley College-Fresno","Fresno","CA",36.829907,-119.784003,NA,NA,NA,NA,35856
"Dr. Ida Rolf Institute","Boulder","CO",40.066263,-105.203076,1,NA,NA,NA,NA
"Aveda Institute-Fort Myers","Fort Myers","FL",26.596006,-81.870312,NA,NA,NA,NA,23998
"Elizabeth Grady School of Esthetics and Massage Therapy","Medford","MA",42.414728,-71.12623,NA,NA,NA,NA,NA
"Ross Medical Education Center-Port Huron","Port Huron","MI",43.024632,-82.452984,NA,NA,NA,NA,26016
"Raphael's School of Beauty Culture Inc-Alliance","Alliance","OH",40.902642,-81.152086,NA,NA,NA,NA,18811
"Metro Technology Centers","Oklahoma City","OK",35.512549,-97.478182,NA,NA,NA,NA,42288
"Luna Community College","Las Vegas","NM",35.616303,-105.250865,NA,10715,1130,2882,32528
"Grabber School of Hair Design","St. Louis","MO",38.557164,-90.390799,NA,NA,NA,NA,25357
"Yeshivah Gedolah Rabbinical College","Miami Beach","FL",25.782445,-80.141334,NA,17200,8800,8800,NA
"Raphael's School of Beauty Culture Inc-Brunswick","Brunswick","OH",41.240245,-81.806142,NA,NA,NA,NA,20680
"Caribbean University-Ponce","Ponce","PR",18.006633,-66.59425,NA,9038,5966,5966,21885
"Caribbean University-Vega Baja","Vega Baja","PR",18.444882,-66.40315,NA,9109,5966,5966,21885
"University of Advancing Technology","Tempe","AZ",33.377712,-111.976087,0.91501103752759,30202,18794,18794,48808
"Paradise Valley Community College","Phoenix","AZ",33.652135,-112.009865,NA,16531,2070,7854,43075
"Chandler-Gilbert Community College","Chandler","AZ",33.293897,-111.795922,NA,17320,2070,7854,47078
"Great Plains Technology Center","Lawton","OK",34.592907,-98.450321,NA,NA,NA,NA,36953
"Roane-Jackson Technical Center","Leroy","WV",38.82254,-81.561142,NA,NA,NA,NA,36548
"Pioneer Technology Center","Ponca City","OK",36.72772,-97.093516,NA,NA,NA,NA,28668
"Portage Lakes Career Center","Uniontown","OH",40.943122,-81.472008,NA,NA,NA,NA,38360
"Bell Mar Beauty College","Cicero","IL",41.850656,-87.767244,NA,NA,NA,NA,26062
